Region,Year,Value
POMORSKIE,2020,228.0
POMORSKIE,2021,232.0
POMORSKIE,2022,363.0
POMORSKIE,2023,253.0
POMORSKIE,2024,186.0
WARMIŃSKO-MAZURSKIE,2009,261.0
WARMIŃSKO-MAZURSKIE,2010,144.0
WARMIŃSKO-MAZURSKIE,2011,127.0
WARMIŃSKO-MAZURSKIE,2012,108.0
WARMIŃSKO-MAZURSKIE,2013,120.0
WARMIŃSKO-MAZURSKIE,2014,179.0
WARMIŃSKO-MAZURSKIE,2015,337.0
WARMIŃSKO-MAZURSKIE,2016,114.0
WARMIŃSKO-MAZURSKIE,2017,89.0
WARMIŃSKO-MAZURSKIE,2018,194.0
WARMIŃSKO-MAZURSKIE,2019,259.0
WARMIŃSKO-MAZURSKIE,2020,120.0
WARMIŃSKO-MAZURSKIE,2021,67.0
WARMIŃSKO-MAZURSKIE,2022,178.0
WARMIŃSKO-MAZURSKIE,2023,202.0
WARMIŃSKO-MAZURSKIE,2024,168.0
ŁÓDZKIE,2009,798.0
ŁÓDZKIE,2010,238.0
ŁÓDZKIE,2011,584.0
ŁÓDZKIE,2012,945.0
ŁÓDZKIE,2013,196.0
ŁÓDZKIE,2014,279.0
ŁÓDZKIE,2015,918.0
ŁÓDZKIE,2016,392.0
ŁÓDZKIE,2017,224.0
ŁÓDZKIE,2018,540.0
ŁÓDZKIE,2019,816.0
ŁÓDZKIE,2020,452.0
ŁÓDZKIE,2021,211.0
ŁÓDZKIE,2022,503.0
ŁÓDZKIE,2023,379.0
ŁÓDZKIE,2024,551.0
ŚWIĘTOKRZYSKIE,2009,762.0
ŚWIĘTOKRZYSKIE,2010,257.0
ŚWIĘTOKRZYSKIE,2011,700.0
ŚWIĘTOKRZYSKIE,2012,914.0
ŚWIĘTOKRZYSKIE,2013,408.0
ŚWIĘTOKRZYSKIE,2014,294.0
ŚWIĘTOKRZYSKIE,2015,665.0
ŚWIĘTOKRZYSKIE,2016,324.0
ŚWIĘTOKRZYSKIE,2017,331.0
ŚWIĘTOKRZYSKIE,2018,589.0
ŚWIĘTOKRZYSKIE,2019,609.0
ŚWIĘTOKRZYSKIE,2020,598.0
ŚWIĘTOKRZYSKIE,2021,225.0
ŚWIĘTOKRZYSKIE,2022,443.0
ŚWIĘTOKRZYSKIE,2023,258.0
ŚWIĘTOKRZYSKIE,2024,339.0
LUBELSKIE,2009,201.0
LUBELSKIE,2010,156.0
LUBELSKIE,2011,326.0
LUBELSKIE,2012,489.0
LUBELSKIE,2013,230.0
LUBELSKIE,2014,219.0
LUBELSKIE,2015,637.0
LUBELSKIE,2016,195.0
LUBELSKIE,2017,272.0
LUBELSKIE,2018,418.0
LUBELSKIE,2019,444.0
LUBELSKIE,2020,424.0
LUBELSKIE,2021,175.0
LUBELSKIE,2022,355.0
LUBELSKIE,2023,181.0
LUBELSKIE,2024,292.0
PODKARPACKIE,2009,484.0
PODKARPACKIE,2010,173.0
PODKARPACKIE,2011,353.0
PODKARPACKIE,2012,546.0
PODKARPACKIE,2013,397.0
PODKARPACKIE,2014,259.0
PODKARPACKIE,2015,457.0
PODKARPACKIE,2016,208.0
PODKARPACKIE,2017,232.0
PODKARPACKIE,2018,281.0
PODKARPACKIE,2019,324.0
PODKARPACKIE,2020,301.0
PODKARPACKIE,2021,116.0
PODKARPACKIE,2022,301.0
PODKARPACKIE,2023,88.0
PODKARPACKIE,2024,249.0
PODLASKIE,2009,305.0
PODLASKIE,2010,122.0
PODLASKIE,2011,156.0
PODLASKIE,2012,211.0
PODLASKIE,2013,137.0
PODLASKIE,2014,164.0
PODLASKIE,2015,475.0
PODLASKIE,2016,135.0
PODLASKIE,2017,63.0
PODLASKIE,2018,298.0
PODLASKIE,2019,326.0
PODLASKIE,2020,201.0
PODLASKIE,2021,89.0
PODLASKIE,2022,161.0
PODLASKIE,2023,236.0
PODLASKIE,2024,226.0
MAZOWIECKIE,2009,2027.0
MAZOWIECKIE,2010,1057.0
MAZOWIECKIE,2011,1545.0
MAZOWIECKIE,2012,2007.0
MAZOWIECKIE,2013,1126.0
MAZOWIECKIE,2014,1169.0
MAZOWIECKIE,2015,3559.0
MAZOWIECKIE,2016,1344.0
MAZOWIECKIE,2017,1016.0
MAZOWIECKIE,2018,2110.0
MAZOWIECKIE,2019,2699.0
MAZOWIECKIE,2020,1650.0
MAZOWIECKIE,2021,689.0
MAZOWIECKIE,2022,1475.0
MAZOWIECKIE,2023,1416.0
MAZOWIECKIE,2024,1683.0
